pdb,poserank,RMSD
4w9k,9,12.27
4w9k,10,12.15
4ngm,1,3.31
4ngm,2,0.91
4ngm,3,2.96
4ngm,4,2.65
4ngm,5,2.33
4ngm,6,2.27
4ngm,7,2.67
4ngm,8,7.76
4ngm,9,2.75
4ngm,10,7.89
4ozj,1,1.76
4ozj,2,1.23
4ozj,3,2.77
4ozj,4,5.11
4ozj,5,5.62
4ozj,6,5.7
4ozj,7,5.56
4ozj,8,6.39
4ozj,9,3.95
4ozj,10,5.03
5ovx,1,9.88
5ovx,2,2.31
5ovx,3,0.71
5ovx,4,7.36
5ovx,5,9.68
5ovx,6,3.04
5ovx,7,5.74
5ovx,8,7.97
5ovx,9,8.56
4ei4,1,0.17
4ei4,2,3.97
4ei4,3,1.46
4ei4,4,3.42
4ei4,5,3.61
4ei4,6,7.75
4ei4,7,2.04
4ei4,8,7.15
4ei4,9,6.11
4ei4,10,5.98
4x6o,1,1.32
4x6o,2,2.56
4x6o,3,9.8
4x6o,4,11.11
4x6o,5,11.27
4x6o,6,9.98
4x6o,7,6.88
4x6o,8,10.07
4x6o,9,10.93
4x6o,10,6.13
5ma7,1,2.97
5ma7,2,9.15
5ma7,3,2.14
5ma7,4,7.12
5ma7,5,7.25
5ma7,6,4.58
5ma7,7,4.48
5ma7,8,5.57
5ma7,9,4.83
5ma7,10,4.77
5h85,1,7.52
5h85,2,7.6
5h85,3,7.34
5h85,4,7.54
5h85,5,7.52
5h85,6,7.61
5h85,7,7.55
5h85,8,2.53
5h85,9,1.11
5h85,10,3.31
2w26,1,0.33
2w26,2,1.02
2w26,3,6.06
2w26,4,2.11
2w26,5,8.29
2w26,6,6.04
2w26,7,7.85
2w26,8,7.68
2w26,9,7.52
2w26,10,4.38
3hp9,1,2.53
3hp9,2,1.07
3hp9,3,0.52
3hp9,4,2.66
3hp9,5,3.17
3hp9,6,2.6
3hp9,7,6.61
3hp9,8,1.97
3hp9,9,3.69
3hp9,10,6.18
2wnj,1,5.11
2wnj,2,1.08
2wnj,3,7.18
2wnj,4,6.75
2wnj,5,4.79
2wnj,6,8.08
2wnj,7,6.85
2wnj,8,7.47
2wnj,9,5.54
2wnj,10,8.66
1ogd,1,1.04
1ogd,2,1.49
1ogd,3,2.48
1ogd,4,2.61
1ogd,5,2.12
1ogd,6,2.9
1ogd,7,3.2
1ogd,8,2.8
1ogd,9,3.28
1ogd,10,2.47
5fl5,1,3.46
5fl5,2,0.69
5fl5,3,0.77
5fl5,4,5.63
5fl5,5,6.3
5fl5,6,1.53
5fl5,7,3.73
5fl5,8,2.27
5fl5,9,3.43
5fl5,10,4.91
5uc4,1,0.46
5uc4,2,5.43
5uc4,3,2.53
5uc4,4,3.35
5uc4,5,3.56
5uc4,6,4.48
5uc4,7,6.26
5uc4,8,2.12
5uc4,9,7.24
4poj,1,0.43
4poj,2,1.48
4poj,3,2.52
4poj,4,2.82
4poj,5,2.87
1d7j,1,1.8
1d7j,2,3.01
1d7j,3,1.86
1d7j,4,3.07
1d7j,5,2.73
1d7j,6,2.15
1d7j,7,3.29
1d7j,8,2.99
1d7j,9,2.52
1d7j,10,2.15
3rbu,1,7.5
3rbu,2,1.1
3rbu,3,7.54
3rbu,4,7.49
3rbu,5,7.59
3rbu,6,7.84
3rbu,7,7.58
3rbu,8,8.09
3rbu,9,7.89
3rbu,10,7.82
1q5k,1,8.16
1q5k,2,7.79
1q5k,3,8.67
1q5k,4,8.28
1q5k,5,8.93
1q5k,6,9.57
1q5k,7,9.38
1q5k,8,7.94
1q5k,9,2.19
1q5k,10,9.02
3ozr,1,0.9
3ozr,2,1.89
3ozr,3,1.82
3ozr,4,2.93
3ozr,5,1.08
3ozr,6,8.32
3ozr,7,8.1
3ozr,8,6.31
3ozr,9,8.1
3ozr,10,7.34
5ey0,1,0.63
5ey0,2,1.43
5ey0,3,2.34
5ey0,4,1.55
5ey0,5,2.53
5ey0,6,6.4
5ey0,7,3.06
5ey0,8,1.83
5ey0,9,4.27
5ey0,10,5.81
6g6t,1,2.11
6g6t,2,0.58
6g6t,3,2.48
6g6t,4,6.15
6g6t,5,1.39
6g6t,6,1.8
6g6t,7,5.92
6g6t,8,6.41
6g6t,9,6.3
6g6t,10,6.72
2wgj,1,1.48
2wgj,2,2.35
2wgj,3,0.55
2wgj,4,1.9
2wgj,5,6.88
2wgj,6,2.68
2wgj,7,6.54
2wgj,8,3.22
2wgj,9,2.68
2wgj,10,2.37
1f4f,1,2.01
1f4f,2,9.85
1f4f,3,1.2
1f4f,4,9.65
1f4f,5,9.72
1f4f,6,7.93
1f4f,7,1.86
1f4f,8,8.54
1f4f,9,2.96
1f4f,10,9.05
4oak,1,1.03
4oak,2,1.42
4oak,3,4.39
4oak,4,2.21
4oak,5,4.65
4oak,6,4.43
4oak,7,5.79
4oak,8,4.14
4oak,9,1.33
4oak,10,4.3
3arw,4,7.25
3arw,7,1.37
3arw,8,7.13
2r0h,1,6.51
2r0h,2,12.62
2r0h,3,9.88
2r0h,4,11.89
2r0h,5,10.55
2r0h,6,7.36
2r0h,7,12.6
2r0h,8,10.89
2r0h,9,11.33
2r0h,10,10.21
2vwn,1,0.36
2vwn,2,1.18
2vwn,3,1.2
2vwn,4,2.5
2vwn,5,9.79
2vwn,6,5.67
2vwn,7,9.14
2vwn,8,9.7
2vwn,9,8.95
2vwn,10,6.95
2x4z,1,0.28
2x4z,2,1.91
2x4z,3,6.08
2x4z,4,9.89
2x4z,5,6.52
2x4z,6,10.17
2x4z,7,9.56
2x4z,8,8.1
2x4z,9,5.98
2x4z,10,10.56
1hn4,1,5.61
1hn4,2,6.13
1hn4,3,8.42
1hn4,4,8.26
1hn4,5,8.27
1hn4,6,11.27
1hn4,7,12.36
1hn4,8,8.02
1hn4,9,12.81
1hn4,10,12.67
5edb,1,0.44
5edb,2,0.42
5edb,3,4.14
5edb,4,0.9
5edb,5,4.78
5edb,6,4.38
5edb,7,5.31
5edb,8,5.11
5edb,9,4.91
5edb,10,4.55
1t32,1,0.4
1t32,2,1.22
1t32,3,5.74
5mme,1,7.1
5mme,2,7.11
5mme,3,7.07
5mme,4,7.73
5mme,5,7.78
5mme,6,1.72
5mme,7,6.96
5mme,8,6.25
5mme,9,6.19
5mme,10,6.91
6hh5,1,0.97
6hh5,2,8.03
6hh5,3,9.34
6hh5,4,8.26
6hh5,5,2.83
6hh5,6,9.22
6hh5,7,10.35
6hh5,8,8.36
6hh5,9,6.33
6hh5,10,8.17
5dgu,1,1.07
5dgu,2,4.22
5dgu,3,10.54
5dgu,4,10.07
5dgu,5,10.35
5dgu,6,3.41
5dgu,7,9.97
5dgu,8,10.23
5dgu,9,4.27
5dgu,10,10.2
5mod,1,2.24
5mod,2,1.87
5mod,3,0.99
5mod,4,5.49
5mod,5,2.13
5mod,6,5.16
5mod,7,2.15
5mod,8,2.39
5mod,9,3.22
5mod,10,5.58
3udd,1,0.26
3udd,2,6.06
3udd,3,3.95
3udd,4,4.68
3udd,5,5.3
3udd,6,3.46
3udd,7,8.49
3udd,8,10.15
3udd,9,7.9
3udd,10,5.39
4lbu,1,0.17
4lbu,2,1.7
4lbu,3,1.92
4lbu,4,2.21
4lbu,5,4.8
4lbu,6,7.43
4lbu,7,6.88
4lbu,8,6.97
4lbu,9,5.9
4lbu,10,5.97
3t82,1,0.91
3t82,2,3.99
3t82,3,5.67
3t82,4,5.48
3t82,5,5.62
3t82,6,2.56
3t82,7,5.02
3t82,8,5.1
3t82,9,3.99
3t82,10,2.51
5i3w,1,0.34
5i3w,2,10.07
5i3w,3,10.5
5i3w,4,2.42
5i3w,5,10.37
2ot1,1,7.93
2ot1,2,4.36
2ot1,3,7.29
2ot1,4,6.21
2ot1,5,7.11
2ot1,6,6.79
2ot1,7,6.93
2ot1,8,9.84
2ot1,9,7.04
2ot1,10,7.5
4bt4,1,0.78
4bt4,2,3.06
4bt4,3,2.34
4bt4,4,2.57
4bt4,5,2.2
4bt4,6,3.15
4bt4,7,1.89
4bt4,8,2.27
4bt4,9,2.98
4bt4,10,2.9
1my4,1,0.26
1my4,2,5.09
1my4,3,2.08
1my4,4,2.4
1my4,5,4.89
1my4,6,4.77
1my4,7,4.98
5wmg,1,7.98
5wmg,2,7.84
5wmg,3,7.92
5wmg,4,7.57
5wmg,5,2.86
5wmg,6,1.77
5wmg,7,7.32
5wmg,8,7.54
5wmg,9,7.35
5wmg,10,1.07
1u71,1,6.34
1u71,2,0.57
1u71,3,6.55
1u71,4,2.65
1u71,5,6.88
1u71,6,6.61
1u71,7,6.04
1u71,8,6.86
1u71,9,5.11
1u71,10,6.39
5lif,1,2.64
5lif,2,5.86
5lif,3,2.07
5lif,4,11.04
5lif,5,5.72
5lif,6,11.13
5lif,7,11.29
5lif,8,2.23
5lif,9,11.51
5lif,10,10.95
1qbn,1,1.37
1qbn,2,2.44
1qbn,3,2.33
1qbn,4,3.03
1qbn,5,5.04
1qbn,6,2.7
1qbn,7,2.99
1qbn,8,4.93
1qbn,9,1.8
1qbn,10,4.92
2hxm,1,5.81
2hxm,2,0.54
2hxm,3,1.64
2hxm,4,5.93
2hxm,5,6.43
2hxm,6,7.91
2hxm,7,9.29
2hxm,8,9.04
2hxm,9,9.13
2hxm,10,3.3
3q1x,1,3.85
3q1x,2,4.18
3q1x,3,4.45
3q1x,4,2.85
3q1x,5,2.51
3q1x,6,1.31
3q1x,7,3.85
3q1x,8,2.62
3q1x,9,2.86
3q1x,10,4.45
5ivy,1,7.49
5ivy,2,6.99
5ivy,3,6.68
5ivy,4,7.19
5ivy,5,6.54
5ivy,6,6.8
5ivy,7,3.19
5ivy,8,6.94
5ivy,9,7.28
5ivy,10,6.97
6hrq,1,2.41
6hrq,2,2.11
6hrq,3,2.86
6hrq,4,5.14
6hrq,5,3.09
6hrq,6,1.33
6hrq,7,2.65
6hrq,8,2.75
6hrq,9,3.58
6hrq,10,3.6
5znc,1,1.31
5znc,2,3.26
5znc,3,3.01
5znc,4,3.54
5znc,5,1.83
2o4j,1,0.85
2o4j,2,1.25
6eyb,1,0.73
6eyb,2,5.3
6eyb,3,4.11
6eyb,4,4.18
6eyb,5,5.43
6eyb,6,8.02
6eyb,7,5.38
6eyb,8,6.12
6eyb,9,5.58
6eyb,10,5.12
1rpf,1,1.72
6aro,1,0.32
6aro,2,1.24
6aro,3,2.14
6aro,4,2.27
6aro,5,2.71
6aro,6,2.49
6aro,7,6.48
6aro,8,5.59
6aro,9,5.66
6aro,10,7.24
3oy8,1,5.27
3oy8,2,6.33
3oy8,3,6.42
3oy8,4,4.99
3oy8,5,8.0
3oy8,6,9.21
3oy8,7,4.46
3oy8,8,6.44
3oy8,9,6.46
3oy8,10,2.06
3ocz,1,5.36
3ocz,2,6.98
3ocz,3,1.71
3ocz,4,6.6
3ocz,5,6.75
3ocz,6,6.85
3ocz,7,6.67
3ocz,8,6.65
3ocz,9,6.93
3ocz,10,6.6
3p8n,1,0.58
3p8n,2,1.38
3p8n,3,3.88
3p8n,4,3.52
3p8n,5,6.27
3p8n,6,2.77
3p8n,7,4.23
3p8n,8,4.79
3p8n,9,9.47
3p8n,10,9.84
1uz8,1,0.7
1uz8,2,2.22
1uz8,3,5.73
1uz8,4,5.46
1uz8,5,5.98
1uz8,6,4.5
1uz8,7,6.41
1uz8,8,6.38
1uz8,9,6.16
1uz8,10,5.45
4g0p,1,6.79
4g0p,2,10.11
4g0p,3,5.76
4g0p,4,7.57
4g0p,5,6.78
4g0p,6,1.4
4g0p,7,9.19
4g0p,8,7.79
4g0p,9,7.16
4g0p,10,6.78
3gk1,1,4.86
3gk1,2,3.97
3gk1,3,2.94
3gk1,4,7.33
3gk1,5,8.26
3gk1,6,2.72
3gk1,7,8.7
3gk1,8,4.39
3gk1,9,5.99
3gk1,10,9.83
1w5y,1,0.57
1w5y,2,0.27
1w5y,3,4.37
1w5y,4,4.41
1w5y,5,2.26
1w5y,6,2.51
1w5y,7,4.39
1w5y,8,5.77
1w5y,9,4.55
1w5y,10,4.32
2j7g,1,0.88
2j7g,2,8.25
2j7g,3,5.94
2j7g,4,7.12
2j7g,5,7.18
2j7g,6,7.13
2j7g,7,5.99
2j7g,8,4.24
2j7g,9,3.46
2j7g,10,7.12
1m2p,1,0.39
1m2p,2,3.03
1m2p,3,3.8
1m2p,4,4.82
1m2p,5,5.58
1m2p,6,3.76
1m2p,7,6.29
1m2p,8,3.61
1m2p,9,5.07
1m2p,10,6.33
6hai,1,1.04
6hai,2,1.8
6hai,3,2.12
6hai,4,21.33
6hai,5,21.18
1xff,1,0.93
1xff,2,0.92
1xff,3,4.44
1xff,4,4.27
1xff,5,4.44
1xff,6,2.27
1xff,7,2.85
1xff,8,3.57
1xff,9,5.38
6cdo,1,4.13
6cdo,2,4.76
6cdo,3,5.06
6cdo,4,5.14
6cdo,5,5.58
6cdo,6,4.18
6cdo,7,5.5
6cdo,8,6.18
6cdo,9,6.35
6cdo,10,4.12
4h3f,1,0.27
4h3f,2,1.79
4h3f,3,2.42
4h3f,4,3.1
4h3f,5,3.13
4h3f,6,4.28
4h3f,7,2.81
4h3f,8,9.84
4h3f,9,9.68
4h3f,10,9.69
2ccb,3,8.3
3v51,1,0.27
3v51,2,2.48
3v51,3,1.56
3v51,4,1.86
3v51,5,2.72
3v51,6,3.65
3v51,7,3.88
3v51,8,4.68
3v51,9,6.02
3v51,10,2.49
1g7q,1,2.22
1g7q,2,14.05
1g7q,3,4.15
1g7q,4,5.81
1g7q,5,0.94
1g7q,6,13.0
1g7q,7,4.87
1g7q,8,13.55
1g7q,9,2.96
1g7q,10,7.01
4z93,1,1.55
4z93,2,6.05
4z93,3,2.72
4z93,4,6.43
4z93,5,6.41
4z93,6,6.93
4z93,7,5.97
4z93,8,4.84
4z93,9,6.37
4z93,10,5.73
3i51,1,0.88
3i51,2,0.34
3i51,3,3.57
3i51,4,3.57
3i51,5,3.17
3i51,6,3.19
3i51,7,10.74
3i51,8,2.92
3i51,9,10.13
3i51,10,9.32
3f48,1,0.25
3f48,2,0.25
3f48,3,2.16
3f48,4,2.78
3f48,5,2.78
3f48,6,3.78
3f48,7,3.05
3f48,8,7.54
3f48,9,7.76
3f48,10,7.73
5uv2,1,5.93
5uv2,2,6.5
5uv2,3,5.26
5uv2,5,6.66
5uv2,6,5.97
5uv2,7,6.96
5uv2,8,6.24
5uv2,9,6.13
5uv2,10,3.1
5d21,1,0.65
5d21,2,0.65
5d21,3,6.19
5d21,4,5.4
5d21,5,5.53
5d21,6,5.58
5d21,7,6.06
5d21,8,1.81
5d21,9,6.01
5d21,10,1.91
4lm1,1,2.88
4lm1,2,4.35
4lm1,3,4.33
4lm1,4,0.88
4lm1,5,3.03
4lm1,6,3.2
4lm1,7,1.54
4lm1,8,3.67
4lm1,9,3.36
4lm1,10,4.75
2qbq,1,0.38
2qbq,2,1.34
2qbq,3,5.99
2qbq,4,2.23
2qbq,5,3.53
2qbq,6,2.63
2qbq,7,5.19
2qbq,8,2.68
2qbq,9,4.03
2qbq,10,9.37
3djo,1,1.69
3djo,2,4.53
3djo,3,6.61
3djo,4,1.14
3djo,5,5.41
3djo,6,6.33
3djo,7,4.47
3djo,8,4.9
3djo,9,4.95
3djo,10,5.02
2buv,1,0.4
2buv,2,2.28
2buv,3,1.93
2buv,4,4.31
2buv,5,4.53
2buv,6,3.42
2buv,7,2.14
2buv,8,4.79
2buv,9,4.42
2buv,10,3.27
2v58,1,0.29
2v58,2,0.38
2v58,3,6.31
2v58,4,6.31
2v58,5,6.62
2v58,6,6.63
2v58,7,6.34
2v58,8,6.34
2v58,9,3.35
2v58,10,3.12
5fe7,1,0.69
5fe7,2,5.08
5fe7,3,2.24
5fe7,4,4.16
5fe7,5,3.24
5fe7,6,2.32
5fe7,7,2.9
5fe7,8,4.95
5fe7,9,3.07
5fe7,10,2.71
3ewc,1,2.88
3ewc,2,0.61
3ewc,3,6.26
3ewc,4,2.28
3ewc,5,6.02
3ewc,6,3.55
4zv2,1,0.86
4zv2,2,2.46
4zv2,3,1.87
4zv2,4,3.29
4zv2,5,2.72
4zv2,6,4.4
4zv2,7,4.66
4zv2,8,4.83
4zv2,9,3.18
4zv2,10,4.45
6e5t,1,2.05
6e5t,2,0.8
6e5t,3,4.14
6e5t,4,3.96
6e5t,5,5.04
6e5t,6,4.67
6e5t,7,5.13
6e5t,8,3.55
6e5t,9,5.47
6e5t,10,3.26
3shc,1,0.33
3shc,2,2.57
3shc,3,2.8
3shc,4,3.5
3shc,5,3.26
3shc,6,3.85
3shc,7,5.2
3shc,8,7.36
3shc,9,4.42
5kly,1,0.79
5kly,2,9.52
5kly,3,4.92
5kly,4,9.16
5kly,5,9.65
5kly,6,10.95
5kly,7,10.68
5kly,8,10.61
5kly,9,11.52
5kly,10,10.09
5mo8,1,1.34
5mo8,2,2.0
5mo8,3,2.96
5mo8,4,12.37
5mo8,5,11.82
5mo8,6,3.2
5mo8,7,2.43
5mo8,8,13.01
5mo8,9,12.32
5mo8,10,9.95
1bnt,1,0.76
1bnt,2,3.73
1bnt,3,4.56
1bnt,4,7.67
1bnt,5,4.37
1bnt,6,4.35
1bnt,7,7.69
1bnt,8,3.7
1bnt,9,3.76
1bnt,10,7.71
4mo4,1,2.73
4mo4,2,2.59
4mo4,3,2.7
4mo4,4,3.27
4mo4,5,2.28
4mo4,6,2.31
4mo4,7,2.81
4mo4,8,2.04
4mo4,9,8.68
4mo4,10,3.64
4ef6,1,1.97
4ef6,2,0.42
4ef6,3,3.12
4ef6,4,2.17
4ef6,5,3.85
4ef6,6,5.77
4ef6,7,2.71
4ef6,8,6.39
4ef6,9,5.55
4ef6,10,6.12
6sge,1,0.4
6sge,2,2.1
6sge,3,3.48
5umx,1,4.97
5umx,2,2.06
5umx,5,2.0
5umx,6,5.66
5umx,7,6.35
5umx,8,6.87
5umx,10,7.08
3kmx,1,0.97
3kmx,2,1.59
3kmx,3,1.66
3kmx,4,0.77
3kmx,5,2.77
3kmx,6,5.9
3kmx,7,1.94
3kmx,8,2.96
3kmx,9,5.9
3kmx,10,1.72
6iez,1,3.29
6iez,2,0.81
6iez,3,4.41
6iez,4,5.78
6iez,5,1.99
6iez,6,9.14
6iez,7,9.22
6iez,8,9.33
6iez,9,4.39
6iez,10,8.59
5f2p,1,2.15
5f2p,2,0.24
5f2p,3,5.09
5f2p,4,1.0
5f2p,5,5.54
5f2p,6,3.01
5f2p,7,2.21
5f2p,8,3.1
5f2p,9,3.61
5f2p,10,4.98
6pg6,1,7.11
6pg6,2,0.73
6pg6,3,3.18
6pg6,4,6.51
6pg6,5,7.28
6pg6,6,6.18
6pg6,7,6.9
6pg6,8,6.99
6pg6,9,5.49
6pg6,10,6.46
4oeu,1,2.07
4oeu,2,2.19
4oeu,3,2.69
4oeu,4,2.78
4oeu,5,1.89
4oeu,6,1.92
4oeu,7,2.0
4oeu,8,4.86
4oeu,9,4.34
4oeu,10,4.37
3tif,1,0.41
3tif,2,2.01
3tif,3,4.49
3tif,4,3.96
3tif,5,5.2
3tif,6,5.53
3tif,7,3.88
3tif,8,5.59
3tif,9,3.71
3tif,10,7.09
4a4q,1,1.11
4a4q,3,3.86
4a4q,4,3.97
4a4q,5,8.02
4a4q,6,11.43
4a4q,7,11.13
4a4q,8,2.27
4a4q,9,4.5
4a4q,10,11.2
1qk4,1,0.49
1qk4,2,7.31
1qk4,3,7.06
1qk4,4,6.91
1qk4,5,5.28
1qk4,6,1.77
1qk4,7,5.93
1qk4,8,5.45
1qk4,9,5.78
2wky,1,2.93
2wky,2,0.35
2wky,3,1.48
2wky,4,1.58
2wky,5,4.69
2wky,6,3.03
2wky,7,4.87
2wky,8,5.18
2wky,9,4.61
2wky,10,5.13
1n4h,1,0.98
1n4h,2,1.53
1n4h,3,2.22
1n4h,4,2.4
1n4h,5,1.79
1n4h,6,2.66
1n4h,7,2.27
1n4h,8,1.49
1n4h,9,9.49
1n4h,10,9.68
6dq4,1,5.76
6dq4,2,5.18
6dq4,3,6.45
6dq4,4,3.36
6dq4,5,4.12
6dq4,6,6.16
6dq4,7,5.93
6dq4,8,1.57
6dq4,9,6.42
6dq4,10,7.05
1ydr,1,0.51
1ydr,2,3.5
1ydr,3,3.76
1ydr,4,2.72
1ydr,5,3.88
1ydr,6,2.55
1ydr,7,1.65
1ydr,8,3.14
1ydr,9,10.12
1ydr,10,3.78
5fh7,1,0.67
5fh7,2,0.61
5fh7,3,3.05
5fh7,4,2.73
5fh7,5,3.12
5fh7,6,6.78
5fh7,7,2.31
5fh7,8,5.61
5fh7,9,6.09
5fh7,10,4.4
5nkh,1,5.62
5nkh,2,5.81
5nkh,3,1.24
5nkh,4,4.92
5nkh,5,2.48
5nkh,6,5.23
5nkh,7,2.78
5nkh,8,1.66
5nkh,9,5.85
5nkh,10,2.21
2wf5,1,2.87
2wf5,2,3.59
2wf5,3,0.64
2wf5,4,1.6
2wf5,5,3.03
2wf5,6,3.93
2wf5,7,5.12
2wf5,8,5.15
2wf5,9,5.45
2wf5,10,1.19
3mi2,1,0.77
3mi2,2,1.62
3mi2,3,6.69
3mi2,4,5.68
3mi2,5,3.62
3mi2,6,3.81
3mi2,7,6.71
3mi2,8,2.19
3uev,1,1.7
3uev,2,2.05
3uev,3,1.64
3uev,4,9.84
3uev,5,2.82
3uev,6,3.38
3uev,7,3.21
3uev,8,10.01
3uev,9,9.31
3uev,10,4.02
1vzq,1,0.27
1vzq,2,4.11
1vzq,3,2.07
1vzq,4,4.95
1vzq,5,7.66
1vzq,6,2.38
1vzq,7,4.1
1vzq,8,3.6
1vzq,9,8.35
1vzq,10,7.24
1wn6,1,3.78
1wn6,2,3.28
1wn6,3,1.89
1wn6,4,4.06
1wn6,5,0.41
1wn6,6,2.02
1wn6,7,2.74
1wn6,8,2.5
1wn6,9,10.38
1wn6,10,10.13
4m8x,1,1.97
4m8x,2,11.76
4m8x,3,11.61
4m8x,4,11.86
4m8x,5,9.89
4m8x,6,1.53
4m8x,7,2.22
4m8x,8,3.42
4m8x,9,12.04
4m8x,10,2.87
5i1q,1,0.35
5i1q,2,3.45
5i1q,3,4.73
5i1q,4,6.64
5i1q,5,3.34
5i1q,6,3.46
5i1q,7,6.26
5i1q,8,5.61
5i1q,9,6.96
5i1q,10,7.69
2xnb,1,1.01
2xnb,2,1.61
2xnb,3,5.62
2xnb,4,5.79
2xnb,5,6.14
2xnb,6,4.29
2xnb,7,9.53
2xnb,8,9.13
2xnb,9,9.32
2xnb,10,9.27
2xj2,1,0.68
2xj2,2,3.94
2xj2,3,1.56
2xj2,4,0.98
2xj2,5,4.0
2xj2,6,2.3
2xj2,7,5.45
2xj2,8,4.77
2xj2,9,5.47
2xj2,10,4.84
4yho,1,1.42
4yho,2,1.81
4yho,3,0.86
4yho,4,2.5
4yho,5,2.22
4yho,6,7.51
4yho,7,3.59
4yho,8,3.5
4yho,9,6.24
4yho,10,4.9
6np2,1,0.93
6np2,2,3.04
6np2,3,7.59
6np2,4,9.27
6np2,5,7.89
6np2,6,7.73
6np2,7,9.06
6np2,8,7.93
6np2,9,8.14
6np2,10,8.04
2wlz,1,1.1
2wlz,2,7.25
2wlz,3,7.26
2wlz,4,6.49
2wlz,5,7.49
2wlz,6,6.98
2wlz,7,4.41
2wlz,8,6.35
2wlz,9,7.31
2wlz,10,6.38
3bxh,1,1.35
3bxh,2,0.83
3bxh,3,2.13
3bxh,4,5.58
3bxh,5,5.49
3bxh,6,2.9
3bxh,7,2.73
3bxh,8,3.31
3bxh,9,5.43
3bxh,10,5.8
2nmx,1,2.74
2nmx,2,2.74
2nmx,3,1.05
2nmx,4,2.31
2nmx,5,2.14
2nmx,6,2.63
2nmx,7,1.72
2nmx,8,7.07
2nmx,9,7.23
2nmx,10,6.68
2vpo,1,0.2
2vpo,2,3.17
2vpo,3,2.99
2vpo,4,4.27
2vpo,5,3.33
2vpo,6,7.5
2vpo,7,8.13
2vpo,8,8.06
2vpo,9,8.21
2vpo,10,8.29
3d52,1,4.95
3d52,2,5.26
3d52,3,6.79
3d52,4,3.98
3d52,5,2.1
3d52,6,1.45
3d52,7,4.75
3d52,8,7.62
3d52,9,6.91
3d52,10,5.72
1ftm,1,0.35
1ftm,2,2.17
1ftm,3,4.75
1ftm,4,4.87
1ftm,5,1.58
1ftm,6,4.8
1ftm,7,4.7
1ftm,8,5.03
1ftm,9,5.14
1ftm,10,4.4
6g5u,1,2.51
6g5u,2,1.9
6g5u,3,0.84
6g5u,4,6.3
6g5u,5,6.11
6g5u,6,6.95
6g5u,7,7.7
6g5u,8,6.03
6g5u,9,7.26
3m3x,1,5.92
3m3x,2,6.48
3m3x,3,5.36
3m3x,4,4.57
3m3x,5,4.93
3m3x,6,4.83
3m3x,7,4.83
3m3x,8,4.6
3m3x,9,8.88
3m3x,10,8.74
3n9r,10,5.16
2d0k,6,4.86
4cwr,1,7.11
4cwr,2,7.09
4cwr,3,0.19
4cwr,4,7.38
4cwr,5,4.11
4cwr,6,7.04
4cwr,7,6.17
4cwr,8,6.56
4cwr,9,3.19
2qu6,1,1.13
2qu6,2,1.9
2qu6,3,5.74
2qu6,4,12.62
2qu6,5,5.79
2qu6,6,12.42
2qu6,7,13.56
2qu6,8,6.5
2qu6,9,12.65
2qu6,10,6.71
6nu5,1,1.93
6nu5,2,0.9
6nu5,3,1.36
6nu5,4,3.1
6nu5,5,3.23
6nu5,6,6.56
6nu5,7,2.92
6nu5,8,5.56
6nu5,9,6.91
6nu5,10,2.84
5nw7,1,0.91
5nw7,2,1.15
5nw7,3,1.16
5nw7,4,2.23
5nw7,5,2.49
5nw7,6,4.43
5nw7,7,2.4
5nw7,8,3.86
5nw7,9,5.78
5nw7,10,5.51
2p53,1,1.18
2p53,2,7.13
2p53,3,2.04
2p53,4,2.67
2p53,5,7.08
2p53,6,6.9
2p53,7,3.6
2p53,8,6.68
2p53,9,6.96
3kdc,1,0.6
3kdc,2,0.53
3kdc,3,10.62
3kdc,4,9.94
3kdc,5,8.64
3kdc,6,10.14
3kdc,7,10.35
3kdc,8,3.55
3kdc,9,10.11
3kdc,10,9.08
5uoo,1,0.4
5uoo,2,6.29
5uoo,3,6.65
5uoo,4,6.47
5uoo,5,2.02
5uoo,6,7.51
5uoo,7,6.93
5uoo,8,6.88
5uoo,9,7.32
5uoo,10,6.91
6ht1,1,1.87
6ht1,2,2.27
6ht1,3,1.4
6ht1,4,1.73
6ht1,5,3.6
6ht1,6,4.58
6ht1,7,11.55
6ht1,8,4.55
6ht1,9,11.74
6ht1,10,11.76
2w5g,1,3.16
2w5g,2,3.52
2w5g,3,10.39
2w5g,4,9.64
2w5g,5,10.48
2w5g,6,7.93
2w5g,7,10.16
2w5g,8,3.29
2w5g,9,7.98
2w5g,10,7.9
5ya5,1,0.43
5ya5,2,1.37
5ya5,3,3.27
5ya5,4,7.0
5ya5,5,1.75
5ya5,6,4.83
5ya5,7,9.62
5ya5,8,5.2
5ya5,9,5.42
5ya5,10,5.31
2vfk,1,7.36
2vfk,2,6.85
2vfk,3,6.89
2vfk,4,8.38
2vfk,5,4.8
2vfk,6,5.01
2vfk,7,2.53
2vfk,8,3.85
2vfk,9,3.36
2vfk,10,5.74
4ncn,1,0.55
4ncn,2,2.41
4ncn,3,5.27
4ncn,4,3.26
4ncn,5,4.74
4ncn,6,6.4
4ncn,7,5.62
4ncn,8,6.5
4ncn,9,3.44
4ncn,10,5.21
1jqy,1,5.52
1jqy,2,1.69
1jqy,3,3.24
1jqy,4,4.82
1jqy,5,2.38
1jqy,6,3.94
1jqy,7,2.97
1jqy,8,3.69
1jqy,9,3.56
1jqy,10,4.74
1w4o,1,0.57
1w4o,2,2.22
1w4o,3,2.58
1w4o,4,5.56
1w4o,5,6.28
1w4o,6,3.8
1w4o,7,6.91
