PDB code,Protein name
1q72,"ANTIBODY FAB M82G2, LIGHT CHAIN"
1qyg,"ANTIBODY FAB M82G2, LIGHT CHAIN"
1xk9,EXOTOXIN A
1xt8,PUTATIVE AMINO-ACID TRANSPORTER PERIPLASMIC
3n76,3-DEHYDROQUINATE DEHYDRATASE
3pn4,PEPTIDE DEFORMYLASE 1B
3s8o,GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2
4k3h,IMMUNOGLOBULIN LAMBDA VARIABLE DOMAIN L5(L89S)
5f1v,4-HYDROXY-TETRAHYDRODIPICOLINATE SYNTHASE
5ie1,BETA-SECRETASE 1
5j64,HEAT SHOCK PROTEIN HSP90-ALPHA
6d5e,GTPASE HRAS
6fnj,EPHRIN TYPE-B RECEPTOR 4
3aid,HIV-1 PROTEASE
3pyy,TYROSINE-PROTEIN KINASE ABL1
5dx4,BROMODOMAIN-CONTAINING PROTEIN 4
5fh7,PROTEIN POLYBROMO-1
1cgl,COLLAGENASE 1 (MMP-1)
2zcr,DEHYDROSQUALENE SYNTHASE
3tmk,THYMIDYLATE KINASE
4mhz,"GLUTAMINYL CYCLASE, PUTATIVE"
4re4,BETA-MANNOSIDASE/BETA-GLUCOSIDASE
4rvr,BROMODOMAIN ADJACENT TO ZINC FINGER DOMAIN PROTEIN 2B
5j0d,CREB-BINDING PROTEIN
5nih,GLUTAMATE RECEPTOR 2
5vr8,UDP-GLUCOSE 6-DEHYDROGENASE
6gl9,TYROSINE-PROTEIN KINASE JAK3
1xka,COAGULATION FACTOR XA
3oe5,CATECHOL O-METHYLTRANSFERASE
4bco,CELL DIVISION PROTEIN KINASE 2
5z99,PUTATIVE ABC TRANSPORTER PERIPLASMIC BINDING PROTEIN
6el5,HEAT SHOCK PROTEIN HSP90-ALPHA
1b3f,OLIGO-PEPTIDE BINDING PROTEIN
1fh8,"BETA-1,4-XYLANASE"
1jev,OLIGO-PEPTIDE BINDING PROTEIN
1sb1,PROTHROMBIN
1uz1,BETA-GLUCOSIDASE A
2bfq,HYPOTHETICAL PROTEIN AF1521
2dri,D-RIBOSE-BINDING PROTEIN
2e92,GERANYLGERANYL PYROPHOSPHATE SYNTHETASE
2f34,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1"
2r3w,HIV-1 PROTEASE
2vk2,ABC TRANSPORTER PERIPLASMIC-BINDING PROTEIN YTFQ
3hu3,TRANSITIONAL ENDOPLASMIC RETICULUM ATPASE
3jya,SERINE/THREONINE-PROTEIN KINASE PIM-1
3l4x,MALTASE-GLUCOAMYLASE
3r4n,HEAT SHOCK PROTEIN HSP90-ALPHA
4g4p,"AMINO ACID ABC TRANSPORTER, AMINO ACID-BINDING/PERM"
4x8v,COAGULATION FACTOR VIIA
6e7t,"GLUTAMATE RECEPTOR IONOTROPIC, NMDA 1"
6glb,TYROSINE-PROTEIN KINASE JAK3
1k1l,TRYPSIN
3cow,PANTOTHENATE SYNTHETASE
3gbb,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1"
3uyr,ANTIBODY FAB HEAVY CHAIN
4zzx,POLY [ADP-RIBOSE] POLYMERASE 2
3evd,RNA-DIRECTED RNA POLYMERASE NS5
4bcm,CELL DIVISION PROTEIN KINASE 2
5cqt,BROMODOMAIN-CONTAINING PROTEIN 4
1a9m,HIV-1 PROTEASE
1k6v,HIV-1 PROTEASE
1o2j,TRYPSIN BETA
1pkx,BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN PURH
1swr,STREPTAVIDIN
2d3u,RNA-DIRECTED RNA POLYMERASE
2uy0,HIV-1 PROTEASE
3bl0,CARBONIC ANHYDRASE 2
3lir,MACROPHAGE METALLOELASTASE (MMP-12)
3r1v,ODORANT-BINDING PROTEIN
3uex,BETA-LACTOGLOBULIN
3wto,ACETYLCHOLINE-BINDING PROTEIN
4qtl,CARBONIC ANHYDRASE 2
5d45,"FATTY ACID-BINDING PROTEIN, ADIPOCYTE"
5ymx,MUTUAL GLIDING-MOTILITY PROTEIN MGLA
6c9v,ADENOSINE KINASE
6d5h,GTPASE HRAS
6e7u,"GLUTAMATE RECEPTOR IONOTROPIC, NMDA 1"
6qr0,TRNA (GUANINE-N(1)-)-METHYLTRANSFERASE
2weo,CARBONIC ANHYDRASE 2
4f9w,MITOGEN-ACTIVATED PROTEIN KINASE 14
4rn4,CARBONIC ANHYDRASE 2
4xir,HEAT SHOCK PROTEIN HSP90-ALPHA
1tcx,HIV-1 PROTEASE
4k9y,FOCAL ADHESION KINASE 1
4q4s,QUEUINE TRNA-RIBOSYLTRANSFERASE
1atr,HEAT-SHOCK COGNATE 70 KDA PROTEIN
1c5c,CHIMERIC DECARBOXYLASE ANTIBODY 21D8
1gvw,ENDOTHIAPEPSIN
1oyq,TRYPSIN
1x8j,RETINOL DEHYDRATASE
3exe,PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT
3pn1,DNA LIGASE
4cg8,CHOLINE KINASE ALPHA
4i54,HIV-1 GLYCOPROTEIN
4jyb,METHYLMALONYL-COA MUTASE ACCESSORY PROTEIN
4loh,STIMULATOR OF INTERFERON GENES PROTEIN
4rpn,PCP DEGRADATION TRANSCRIPTIONAL ACTIVATION PROTEIN
5cst,RIBOSOME INACTIVATING PROTEIN
5yqx,BROMODOMAIN-CONTAINING PROTEIN 4
6pi5,ATRAZINE PERIPLASMIC BINDING PROTEIN
3t84,CARBONIC ANHYDRASE 2
4nj9,8B10 LIGHT CHAIN
4xar,METABOTROPIC GLUTAMATE RECEPTOR 3
5umy,GLYOXALASE/BLEOMYCIN RESISANCE PROTEIN/DIOXYGENASE
5zag,UROKINASE-TYPE PLASMINOGEN ACTIVATOR CHAIN B
1my4,GLUTAMATE RECEPTOR 2
3hv8,PROTEIN FIMX
3t83,CARBONIC ANHYDRASE 2
4att,FIMH PROTEIN
6eif,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE
6j3p,HISTONE ACETYLTRANSFERASE KAT2A
3slz,GAG-PRO-POL POLYPROTEIN
4bcs,CHIMERIC AVIDIN
4fai,"CG5976, ISOFORM B"
1fki,FK506-BINDING PROTEIN (FKBP)
1fpc,THROMBIN ALPHA
1gj6,TRYPSIN BETA
1zoh,"CASEIN KINASE II, ALPHA SUBUNIT"
2gyi,XYLOSE ISOMERASE
2j7g,BETA-GLUCOSIDASE A
2wzf,GLUCOSYLTRANSFERASE
3bbb,NUCLEOSIDE DIPHOSPHATE KINASE B
3drf,OLIGO-PEPTIDE BINDING PROTEIN (OPPA)
3drg,OLIGO-PEPTIDE BINDING PROTEIN (OPPA)
3kdm,IMMUNOGLOBULIN LIGHT CHAIN
3l4y,MALTASE-GLUCOAMYLASE
3mhm,CARBONIC ANHYDRASE 2
3t82,CARBONIC ANHYDRASE 2
3wtm,ACETYLCHOLINE-BINDING PROTEIN
3wzn,STREPTAVIDIN
3zyu,BROMODOMAIN-CONTAINING PROTEIN 4
4b6o,3-DEHYDROQUINATE DEHYDRATASE
4dew,TRANSTHYRETIN
4fcq,HEAT SHOCK PROTEIN HSP90-ALPHA
4riv,CARBONIC ANHYDRASE 2
5boj,TRANSTHYRETIN
5d47,"FATTY ACID-BINDING PROTEIN, ADIPOCYTE"
5edb,"FATTY ACID-BINDING PROTEIN, ADIPOCYTE"
5fl4,CARBONIC ANHYDRASE 9
5g2b,CLASS 1 PHOSPHODIESTERASE PDEB1
5l8c,PHOSPHODIESTERASE
5l9i,PERIPLASMIC BINDING PROTEIN
5mwy,MINERALOCORTICOID RECEPTOR
5sz6,CARBONIC ANHYDRASE 2
6eq7,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE"
6haz,PROBABLE GLOBAL TRANSCRIPTION ACTIVATOR SNF2L2
6hr2,TRANSCRIPTION ACTIVATOR BRG1
6msy,"ANTIBODY FAB 2G12, LIGHT CHAIN"
6mub,"ANTIBODY FAB 2G12, LIGHT CHAIN"
3nht,D7 PROTEIN
6fs1,INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL
6hay,PROBABLE GLOBAL TRANSCRIPTION ACTIVATOR SNF2L2
6hhr,HEAT SHOCK PROTEIN HSP90-ALPHA
6i63,ESTROGEN-RELATED RECEPTOR GAMMA
1ypj,THROMBIN LIGHT CHAIN
2vwl,COAGULATION FACTOR XA
3cdb,3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE
3igp,CARBONIC ANHYDRASE 2
3n4b,CARBONIC ANHYDRASE 2
3pbb,GLUTAMINYL-PEPTIDE CYCLOTRANSFERASE
6p3v,N-ACETYLTRANSFERASE EIS
1b1h,OLIGO-PEPTIDE BINDING PROTEIN
2vwm,COAGULATION FACTOR XA
4av4,FIMH PROTEIN
4ql1,WD REPEAT-CONTAINING PROTEIN 5
5epl,E3 SUMO-PROTEIN LIGASE CBX4
5hz9,FATTY ACID-BINDING PROTEIN
5vsf,HISTONE-LYSINE N-METHYLTRANSFERASE EHMT1
5win,TYROSINE-PROTEIN KINASE JAK2
3wtl,ACETYLCHOLINE-BINDING PROTEIN
3wtn,ACETYLCHOLINE-BINDING PROTEIN
4p6x,GLUCOCORTICOID RECEPTOR
6qpl,SPINDLIN-1
1b5i,OLIGO-PEPTIDE BINDING PROTEIN
1xug,TRYPSIN
2bq7,COAGULATION FACTOR X
2jxr,SACCHAROPEPSIN
2wer,HEAT SHOCK PROTEIN HSP82
3ahn,OLIGOPEPTIDASE
3aho,OLIGOPEPTIDASE
3i4y,"CATECHOL 1,2-DIOXYGENASE"
3s0d,OBP14
4h3j,BETA-SECRETASE 1
5lli,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
5nvx,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
6as8,FML FIMBRIAL ADHESIN FMLD
6c0s,COAGULATION FACTOR XI
1ui0,URACIL-DNA GLYCOSYLASE
3po6,CARBONIC ANHYDRASE 2
4cwq,HEAT SHOCK PROTEIN HSP90-ALPHA
4zzz,POLY [ADP-RIBOSE] POLYMERASE 1
5e2r,CARBONIC ANHYDRASE 2
5uxf,DIHYDRODIOL DEHYDROGENASE
5zc5,UROKINASE-TYPE PLASMINOGEN ACTIVATOR CHAIN B
5zyl,LIPID-TRANSFER PROTEIN CERT
1ydd,CARBONIC ANHYDRASE 2
2f9k,FARNESYL DIPHOSPHATE SYNTHASE
3cl0,NEURAMINIDASE
3ryv,CARBONIC ANHYDRASE 2
4oc5,GLUTAMATE CARBOXYPEPTIDASE 2
4qew,BROMODOMAIN-CONTAINING PROTEIN 2
4xiq,HEAT SHOCK PROTEIN HSP90-ALPHA
5f5z,BROMODOMAIN-CONTAINING PROTEIN 4
5hva,DR2231
5hz5,FATTY ACID-BINDING PROTEIN
5mpn,CREB-BINDING PROTEIN
1xpz,CARBONIC ANHYDRASE 2
2hnx,"FATTY ACID BINDING PROTEIN, ADIPOCYTE"
3rlp,HEAT SHOCK PROTEIN HSP90-ALPHA
4emf,RRNA N-GLYCOSIDASE
5l2s,CYCLIN-DEPENDENT KINASE 6
1lpg,COAGULATION FACTOR XA
1yq7,FARNESYL PYROPHOSPHATE SYNTHETASE
2bz6,COAGULATION FACTOR VIIA
3f7h,BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 7
4c1u,SUGAR TRANSPORTER SOLUTE-BINDING PROTEIN
4ghi,ENDOTHELIAL PAS DOMAIN-CONTAINING PROTEIN 1
5gsa,POLYCOMB PROTEIN EED
5k0h,COAGULATION FACTOR X
5y8y,BROMODOMAIN-CONTAINING PROTEIN 4
5zg0,GLUTAMATE RECEPTOR 2
6hrq,HISTONE DEACETYLASE
1b32,OLIGO-PEPTIDE BINDING PROTEIN
2f7i,TRANSTHYRETIN
2v57,TETR FAMILY TRANSCRIPTIONAL REPRESSOR LFRR
2wjg,FERROUS IRON TRANSPORT PROTEIN B HOMOLOG
3ebi,M1 FAMILY AMINOPEPTIDASE
3hky,RNA-DIRECTED RNA POLYMERASE
3udd,TANKYRASE-1
3zdg,ACETYLCHOLINE-BINDING PROTEIN
4azg,BETA-N-ACETYLHEXOSAMINIDASE
4bny,3-OXOACYL-[ACYL-CARRIER-PROTEIN] REDUCTASE FABG
4uj2,CAMP-DEPENDENT PROTEIN KINASE
4w97,HTH-TYPE TRANSCRIPTIONAL REPRESSOR KSTR2
4ymx,ABC-TYPE AMINO ACID TRANSPORT SYSTEM
5l9l,PERIPLASMIC BINDING PROTEIN
5vd2,WEE1-LIKE PROTEIN KINASE
6gxq,PHOSPHODIESTERASE
6p83,UDP-3-O-(3-HYDROXYMYRISTOYL)GLUCOSAMINE N-ACYLTRANSFERASE
4zx4,M1 FAMILY AMINOPEPTIDASE
5ula,BROMODOMAIN-CONTAINING PROTEIN 4
5vc3,WEE1-LIKE PROTEIN KINASE
6dpt,BETA-LACTAMASE
6ht1,PROTEIN ENL
1b05,OLIGO-PEPTIDE BINDING PROTEIN
1b52,OLIGO-PEPTIDE BINDING PROTEIN
1nz7,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1"
1xd0,ALPHA-AMYLASE
1z95,ANDROGEN RECEPTOR
2pov,CARBONIC ANHYDRASE 2
2x2r,KINESIN-LIKE PROTEIN KIF11
3dx4,ALPHA-MANNOSIDASE II
3hww,2-SUCCINYL-5-ENOLPYRUVYL-6-HYDROXY-3-CYCLOHEXENE
4daf,DIHYDROPTEROATE SYNTHASE
4e0x,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1"
5upj,HIV-2 PROTEASE
6o48,HIV-1 PROTEASE
1o3d,TRYPSIN BETA
2j7d,BETA-GLUCOSIDASE A
3zc5,HEPATOCYTE GROWTH FACTOR RECEPTOR
4arw,GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE
4b6p,3-DEHYDROQUINATE DEHYDRATASE
4kx8,GLUTAMYL AMINOPEPTIDASE
4zbf,INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL
5lom,DEOXYFRUCTOSYL-AMINO ACID TRANSPORTER PERIPLASMIC BINDING
5obg,ACETYLCHOLINE RECEPTOR
2pv1,CHAPERONE SURA
2vot,BETA-MANNOSIDASE
3ffp,CARBONIC ANHYDRASE 2
3n7o,CHYMASE
4ks4,NEURAMINIDASE
4wov,NON-RECEPTOR TYROSINE-PROTEIN KINASE TYK2
4xaq,METABOTROPIC GLUTAMATE RECEPTOR 2
5ehr,"TYROSINE-PROTEIN PHOSPHATASE, NON-RECEPTOR TYPE 11"
5my8,"SRSF PROTEIN KINASE 1,SRSF PROTEIN KINASE 1"
6epz,PERIPLASMIC ALPHA-GALACTOSIDE-BINDING PROTEIN
6fng,EPHRIN TYPE-A RECEPTOR 2
1elb,ELASTASE
1fch,PEROXISOMAL TARGETING SIGNAL 1 RECEPTOR
1pxn,CELL DIVISION PROTEIN KINASE 2
1xr9,HLA CLASS I HISTOCOMPATIBILITY ANTIGEN
1zog,"CASEIN KINASE II, ALPHA SUBUNIT"
2fqx,MEMBRANE LIPOPROTEIN TMPC
2qnn,HIV-1 PROTEASE
3arp,CHITINASE A
3fql,RNA-DIRECTED RNA POLYMERASE
3n9r,FRUCTOSE-BISPHOSPHATE ALDOLASE
4c1t,SUGAR TRANSPORTER SOLUTE-BINDING PROTEIN
4ko8,TRANSITIONAL ENDOPLASMIC RETICULUM ATPASE
4xt2,ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR
5hvs,MACROPHAGE MIGRATION INHIBITORY FACTOR
6fcj,HEAT SHOCK PROTEIN HSP90-ALPHA
6mku,LYSINE/ARGININE/ORNITHINE-BINDING PERIPLASMIC PROTEIN
6nfh,TYROSINE-PROTEIN KINASE BTK
6qr7,TRNA (GUANINE-N(1)-)-METHYLTRANSFERASE
1f0u,TRYPSIN
3f3d,TRANSPORTER
4iva,TYROSINE-PROTEIN KINASE JAK2
4o9w,SERINE/THREONINE-PROTEIN KINASE PLK1
6u5y,WD REPEAT-CONTAINING PROTEIN 5
1g36,TRYPSINOGEN
1o2h,TRYPSIN BETA
2doo,BETA-LACTAMASE IMP-1
2i6b,ADENOSINE KINASE
3el4,HIV-1 PROTEASE
3tsk,MACROPHAGE METALLOELASTASE (MMP-12)
4i9h,L-LACTATE DEHYDROGENASE A CHAIN
4o0x,SERINE/THREONINE-PROTEIN KINASE PAK 4
5bv3,M7GPPPX DIPHOSPHATASE
5u28,BROMODOMAIN-CONTAINING PROTEIN 4
5v0n,BETA-SECRETASE 1
6g2l,5'(3')-DEOXYRIBONUCLEOTIDASE
6hlx,AGAA
6htg,HISTONE DEACETYLASE
6p9e,INTERLEUKIN-36 GAMMA
2q63,HIV-1 PROTEASE
2xj2,SERINE/THREONINE-PROTEIN KINASE PIM-1
5wex,CARBONIC ANHYDRASE 2
6e5l,RETINOL-BINDING PROTEIN 1
1fcx,RETINOIC ACID RECEPTOR GAMMA-1
1gi4,TRYPSIN BETA
1hsl,HISTIDINE-BINDING PROTEIN
1q7a,PHOSPHOLIPASE A2
1z9y,CARBONIC ANHYDRASE 2
2j7h,BETA-GLUCOSIDASE A
3f19,MACROPHAGE METALLOELASTASE (MMP-12)
3gdt,OROTIDINE 5'-MONOPHOSPHATE DECARBOXYLASE
3nsn,N-ACETYLGLUCOSAMINIDASE
4app,SERINE/THREONINE-PROTEIN KINASE PAK 4
4zx3,M1 FAMILY AMINOPEPTIDASE
5am7,FIBROBLAST GROWTH FACTOR RECEPTOR 1
5ha1,RETINOL-BINDING PROTEIN 1
5t9z,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A
6c7x,CARBONIC ANHYDRASE 2
6ndl,BIOTIN PROTEIN LIGASE
2pow,CARBONIC ANHYDRASE 2
2pqb,3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE
2xii,ALPHA-L-FUCOSIDASE
3c79,ACETYLCHOLINE RECEPTOR
3k2f,CARBONIC ANHYDRASE 2
3mz6,HISTONE DEACETYLASE 8
4g8n,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 3"
2yek,BROMODOMAIN-CONTAINING PROTEIN 2
3f1a,MACROPHAGE METALLOELASTASE (MMP-12)
3s77,CARBONIC ANHYDRASE 2
4av5,FIMH PROTEIN
4b73,SERINE PROTEASE NS3
5bwc,ACETYLCHOLINESTERASE
5i80,BROMODOMAIN-CONTAINING PROTEIN 4
5kly,HISTIDINE TRIAD NUCLEOTIDE-BINDING PROTEIN 1
5zg3,GLUTAMATE RECEPTOR 2
1gvx,ENDOTHIAPEPSIN
1lan,LEUCINE AMINOPEPTIDASE
1sw2,OSMOPROTECTION PROTEIN (PROX)
2epn,N-ACETYL-BETA-D-GLUCOSAMINIDASE
2h6t,CANDIDAPEPSIN-3
2hnc,CARBONIC ANHYDRASE 2
3cyz,PHEROMONE-BINDING PROTEIN ASP1
3dzt,D7 PROTEIN
3k99,HEAT SHOCK PROTEIN HSP90-ALPHA
3m35,TRYPSIN
3m96,CARBONIC ANHYDRASE 2
3pcj,"PROTOCATECHUATE 3,4-DIOXYGENASE"
3uz5,KEMP ELIMINASE KE59 R13 3/11H
4cra,COAGULATION FACTOR XI
4gfm,TYROSINE-PROTEIN KINASE JAK2
4o0y,SERINE/THREONINE-PROTEIN KINASE PAK 4
5tfx,CARBONIC ANHYDRASE 2
5we9,POLYMERASE ACIDIC PROTEIN
6k3l,CMGC/CK2 PROTEIN KINASE
3f8e,CARBONIC ANHYDRASE 2
4avh,FIMH PROTEIN
4djx,BETA-SECRETASE 1
4lxd,APOPTOSIS REGULATOR BCL-2
1g2l,COAGULATION FACTOR X
1oyt,THROMBIN
2psv,HIV-1 PROTEASE
3ikg,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE NIMA-INTERACTIN
3n3g,CATHEPSIN S
3o84,PEPTIDE ARYLATION ENZYME
3p3t,TRANSTHYRETIN
4azb,BETA-N-ACETYLHEXOSAMINIDASE
4fm7,BETA-SECRETASE 1
4ha5,BETA-SECRETASE 1
4r75,ABC-TYPE FE3+ TRANSPORT SYSTEM
5ad1,ENTEROCHELIN UPTAKE PERIPLASMIC BINDING PROTEIN
5dh4,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE"
5nxw,CARBONIC ANHYDRASE 2
5xmx,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR DELTA
6g3q,CARBONIC ANHYDRASE 2
6jb0,"ABC TRANSPORTER, PERIPLASMIC SUBSTRATE-BINDING PROTEIN"
1jet,OLIGO-PEPTIDE BINDING PROTEIN
2ces,BETA-GLUCOSIDASE A
2ole,DIPEPTIDYL PEPTIDASE 4
2qbw,PDZ-FIBRONECTIN FUSION PROTEIN
3gcs,MITOGEN-ACTIVATED PROTEIN KINASE 14
3mhl,CARBONIC ANHYDRASE 2
3p3r,TRANSTHYRETIN
1dhi,DIHYDROFOLATE REDUCTASE
1mrx,HIV-1 PROTEASE
2qzr,QUEUINE TRNA-RIBOSYLTRANSFERASE
2xib,ALPHA-L-FUCOSIDASE
3cz1,PHEROMONE-BINDING PROTEIN ASP1
3gc5,QUEUINE TRNA-RIBOSYLTRANSFERASE
3p5o,BROMODOMAIN-CONTAINING PROTEIN 4
4ly1,HISTONE DEACETYLASE 2
4nnr,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP2
5hvt,MACROPHAGE MIGRATION INHIBITORY FACTOR
6mlj,LYSINE/ARGININE/ORNITHINE TRANSPORT PROTEIN
4itp,CARBONIC ANHYDRASE 2
4xit,HEAT SHOCK PROTEIN HSP90-ALPHA
6q3y,BROMODOMAIN-CONTAINING PROTEIN 4
1b40,OLIGO-PEPTIDE BINDING PROTEIN
1hii,HIV-2 PROTEASE
1kel,ANTIBODY FAB FRAGMENT
2ceq,BETA-GALACTOSIDASE
2cgr,ANTIBODY FAB FRAGMENT
2pql,"D7-RELATED 4 PROTEIN, D7R4"
2qhz,HIV-1 PROTEASE
2yel,BROMODOMAIN-CONTAINING PROTEIN 4
3a6t,MUTATOR MUTT PROTEIN
3fl5,"CASEIN KINASE II, ALPHA SUBUNIT"
3o7u,CYTOSINE DEAMINASE
4alx,ACETYLCHOLINE-BINDING PROTEIN
4m2w,CARBONIC ANHYDRASE 2
4qjx,CARBONIC ANHYDRASE 13
5cap,EPIDERMAL GROWTH FACTOR RECEPTOR
5i7x,BROMODOMAIN-CONTAINING PROTEIN 9
5i7y,BROMODOMAIN-CONTAINING PROTEIN 9
5ia4,EPHRIN TYPE-A RECEPTOR 2
3ccz,3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE
4do4,ALPHA-N-ACETYLGALACTOSAMINIDASE
4iwz,CARBONIC ANHYDRASE 2
5xva,SERINE/THREONINE-PROTEIN KINASE PAK 4
6fa4,GTPASE KRAS
6mji,"T CELL RECEPTOR ALPHA VARIABLE 11,T CELL RECEPTOR ALPHA"
1o3i,TRYPSIN BETA
1tmn,THERMOLYSIN
1zge,CARBONIC ANHYDRASE 2
2i3i,BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 7
2qi1,HIV-1 PROTEASE
2uxi,HTH-TYPE TRANSCRIPTIONAL REGULATOR TTGR
2vvn,O-GLCNACASE BT_4395
3c52,FRUCTOSE-BISPHOSPHATE ALDOLASE
3n0n,CARBONIC ANHYDRASE 2
3r16,CARBONIC ANHYDRASE 2
4b1j,POLY(ADP-RIBOSE) GLYCOHYDROLASE
4qyy,MITOGEN-ACTIVATED PROTEIN KINASE 1
4riu,CARBONIC ANHYDRASE 2
4sga,PROTEINASE A (SGPA)
5l7h,MINERALOCORTICOID RECEPTOR
6ckr,BROMODOMAIN-CONTAINING PROTEIN 4
1o1s,FARNESYLTRANSFERASE ALPHA SUBUNIT
3uod,SERINE/THREONINE-PROTEIN KINASE 6
4nyf,HIV-1 INTEGRASE
5tbm,ENDOTHELIAL PAS DOMAIN-CONTAINING PROTEIN 1
6ex1,CARBONIC ANHYDRASE 1
6i64,ESTROGEN-RELATED RECEPTOR GAMMA
1qf1,THERMOLYSIN
1ydt,CAMP-DEPENDENT PROTEIN KINASE
2j7e,BETA-GLUCOSIDASE A
3ipu,OXYSTEROLS RECEPTOR LXR-ALPHA
3kv2,ARGINASE-1
3pww,ENDOTHIAPEPSIN
4c9x,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE"
4qj0,CARBONIC ANHYDRASE 12
6c9s,ADENOSINE KINASE
6p3t,N-ACETYLTRANSFERASE EIS
6s5k,OXYSTEROLS RECEPTOR LXR-BETA
2j2u,COAGULATION FACTOR X
2r2m,THROMBIN LIGHT CHAIN
4ayq,"MANNOSYL-OLIGOSACCHARIDE 1,2-ALPHA-MANNOSIDASE"
5w2s,3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 1
6h77,UBIQUITIN-LIKE MODIFIER-ACTIVATING ENZYME 5
6hly,AGROPINE PERMEASE
1uw6,ACETYLCHOLINE-BINDING PROTEIN
2gv6,SUPPRESSOR OF TUMORIGENICITY 14
2vvs,O-GLCNACASE BT_4395
2ydw,BROMODOMAIN-CONTAINING PROTEIN 2
3f7i,BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 7
4mnp,N-ACETYLNEURAMINATE-BINDING PROTEIN
5dqc,BETA-SECRETASE 1
5ia3,EPHRIN TYPE-A RECEPTOR 2
1qkb,OLIGO-PEPTIDE BINDING PROTEIN
1ttm,CARBONIC ANHYDRASE 2
3rtf,GLUTAMATE RECEPTOR 2
3s6t,N-ACETYLGLUCOSAMINIDASE
3su2,NS3/4A PROTEASE
3zdh,ACETYLCHOLINE-BINDING PROTEIN
4z93,BROMODOMAIN-CONTAINING PROTEIN 4
6ma4,UDP-N-ACETYLGLUCOSAMINE--PEPTIDE N
1k6p,HIV-1 PROTEASE
1swg,CIRCULARLY PERMUTED CORE-STREPTAVIDIN E51/A46
4ca7,ANGIOTENSIN-CONVERTING ENZYME
4gu6,FOCAL ADHESION KINASE 1
4q6d,CARBONIC ANHYDRASE 2
4xmb,KELCH-LIKE ECH-ASSOCIATED PROTEIN 1
5fl6,CARBONIC ANHYDRASE 9
5vc4,WEE1-LIKE PROTEIN KINASE
6d55,GTPASE HRAS
6e4a,BROMODOMAIN-CONTAINING PROTEIN 4
6q3z,BROMODOMAIN-CONTAINING PROTEIN 4
6qmj,KELCH-LIKE ECH-ASSOCIATED PROTEIN 1
1b51,OLIGO-PEPTIDE BINDING PROTEIN
1cnx,CARBONIC ANHYDRASE 2
1fao,DUAL ADAPTOR OF PHOSPHOTYROSINE AND 3
3dp4,GLUTAMATE RECEPTOR 3
3f7g,BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 7
3m5e,CARBONIC ANHYDRASE 2
5f60,BROMODOMAIN-CONTAINING PROTEIN 4
5ufp,ENDOTHELIAL PAS DOMAIN-CONTAINING PROTEIN 1
6g37,SERINE/THREONINE-PROTEIN KINASE HASPIN
6nwl,GLUCOCORTICOID RECEPTOR
6pve,NNMT PROTEIN
1bxq,PENICILLOPEPSIN
1qf0,THERMOLYSIN
2qi0,HIV-1 PROTEASE
4hfp,PROTHROMBIN
4o07,HEAT SHOCK PROTEIN HSP90-ALPHA
5ceq,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 12
5igm,BROMODOMAIN-CONTAINING PROTEIN 9
5lny,HEAT SHOCK PROTEIN HSP90-ALPHA
5tcj,TRYPTOPHAN SYNTHASE ALPHA CHAIN
5zaj,UROKINASE-TYPE PLASMINOGEN ACTIVATOR CHAIN B
6gwe,PROTHROMBIN
1d3p,THROMBIN ALPHA
2hzy,FUMARYLACETOACETATE HYDROLASE
3mna,CARBONIC ANHYDRASE 2
3p5l,CARBONIC ANHYDRASE 2
